anmalningsalternativKod,antagningsomgangKod,titel,organisation,studieort,utbildningsniva,undervisningssprak,studietakt,undervisningstid,undervisningsform,poang,poangEnhet,valdaAmnesNamn,examinaNamn,forkunskapskrav,studieavgiftTotal,studieavgiftDelsumma,kursbeskrivningUrl,distansBeskrivning,program,ar,startvecka,anmalningskod
91110,HT2026,3D-animation och visualisering,Högskolan Väst,Trollhättan,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,"Medieproduktion | Informationsteknik | Konst, design och media | Design | Filmvetenskap | Fotografi",Kandidatexamen,Grundläggande behörighet. Du behöver också: Samhällskunskap 1b eller Samhällskunskap 1a1 och 1a2. Eller: Samhälls­kunskap nivå 1b eller Samhälls­kunskap nivå 1a2,360000,60000,https://www.hv.se/utbildningstillfalle?uid=/6db051ec-058b-11f0-995d-ace44fd64422,,True,2026,202636,HT2026-HV-91110
52572,HT2026,3D-Teknik,Jönköping University,Värnamo,Grundnivå,Svenska,100,Dagtid,Normal,"120,0",hp,Teknik och teknisk industri,,Grundläggande behörighet,340000,85000,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/3d-teknik-ht2026-52572.html,,True,2026,202636,HT2026-HJ-52572
G5293,HT2026,Additiv tillverkning - högskoleingenjör maskinteknik,Mittuniversitetet,Östersund,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,"Produktutveckling | Maskinteknik | Material, konstruktion och tillverkning",Högskoleingenjörsexamen,Grundläggande behörighet,378000,63000,https://www.miun.se/utbildning/4a97aa21-0b09-11f0-995e-edad261c46a1,,True,2026,202636,HT2026-MIU-G5293
91125,MASTERHT26,"Aeronautical Engineering, masterprogram",Linköpings universitet,Linköping,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,"Maskinteknik | Teknik och teknisk industri | Material, konstruktion och tillverkning | Farkostteknik",,Kandidatexamen i något av följande eller motsvarande huvudområden: - flygteknik - maskinteknik 30 hp i matematik / tillämpad matematik och / eller tillämpning av matematik relevant för programmet. En kurs i grundläggande programmering. Engelska 6 eller Engelska nivå 2 Undantag för svenska,332000,83000,https://liu.se/utbildning/program/6maer,,True,2026,202635,MASTERHT26-LIU-91125
90125,HT2026,"Aeronautical Engineering, masterprogram - Andra sökomgången för svenska och EU/EEA-studenter",Linköpings universitet,Linköping,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,"Maskinteknik | Teknik och teknisk industri | Material, konstruktion och tillverkning | Farkostteknik",,Kandidatexamen i något av följande eller motsvarande huvudområden: - flygteknik - maskinteknik 30 hp i matematik / tillämpad matematik och / eller tillämpning av matematik relevant för programmet. En kurs i grundläggande programmering. Engelska 6 eller Engelska nivå 2 Undantag för svenska,332000,83000,https://liu.se/utbildning/program/6maer,,True,2026,202635,HT2026-LIU-90125
50026,HT2026,Affärsjuridiska kandidatprogrammet,Linköpings universitet,Linköping,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Handelsrätt | Ekonomi | Juridik | Administration och förvaltning,Kandidatexamen,Grundläggande behörighet på grundnivå samt Samhällskunskap 1b eller 1a1 och 1a2 samt Engelska 6 samt Matematik 3b/3c eller Matematik C. Alternativt Grundläggande behörighet på grundnivå samt Samhällskunskap nivå 1b eller 1a2 samt Engelska nivå 2 samt Matematik fortsättning nivå 1b eller Matematik fortsättning nivå 1c.,322200,53700,https://liu.se/utbildning/program/f7kar,,True,2026,202633,HT2026-LIU-50026
90025,HT2026,Affärsjuridiska masterprogrammet,Linköpings universitet,Linköping,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Handelsrätt | Ekonomi | Handelsrätt | Juridik,,"Affärsjuridisk kandidatexamen, 180 hp eller Affärsjuridisk kandidatexamen med internationell inriktning, 180 hp eller motsvarande Godkända resultat på kurser i - Fordrings- och krediträtt (7,5 hp) - Redovisning och redovisningsrätt (12 hp) - Finansiell planering (7,5 hp) - Finansiell ekonomi (7,5 hp) - Associationsrätt (15 hp) - Skatterätt (15 hp) - Arbetsrätt (7,5 hp) eller motsvarande Godkänd svenska och engelska motsvarande grundläggande behörighet på grundnivå",214800,53700,https://liu.se/utbildning/program/f7maf,,True,2026,202634,HT2026-LIU-90025
62118,HT2026,Affärsutvecklarprogrammet Bygg och Fastighet,Högskolan i Borås,Borås,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Teknik och teknisk industri | Logistik | Byggnadsteknik | Industriell ekonomi och organisation | Kvalitetsteknik,Kandidatexamen,Grundläggande behörighet,417000,69500,https://www.hb.se/redirect/antagning/20262/62118/sv,,True,2026,202636,HT2026-HB-62118
60000,HT2026,Affärsutveckling och entreprenörskap inom samhällsbyggnadsteknik,Chalmers tekniska högskola,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Entreprenörskap | Byggteknik | Samhällsplanering | Projektledning | Samhällsbyggnadsteknik,Kandidatexamen,Grundläggande behörighet,480000,80000,https://www.chalmers.se/utbildning/hitta-program/affarsutveckling-och-entreprenorskap-teknologie-kandidat/,,True,2026,202636,HT2026-CTH-60000
31227,HT2026,Affärsutveckling och marknadsföring - magisterprogram,Högskolan i Skövde,Skövde,Avancerad nivå,Engelska,100,Dagtid,Normal,"60,0",hp,Marknadsföring | Entreprenörskap | Företagsekonomi | Dataspelsutveckling,,"För att vara behörig till programmet krävs en kandidatexamen eller yrkesexamen om minst 180 högskolepoäng (eller motsvarande kunskaper). Vidare krävs godkänt betyg i Engelska 6 eller Engelska nivå 2 (eller motsvarande kunskaper). Motsvarande kunskaper visas normalt genom ett internationellt erkänt språktest, till exempel IELTS eller TOEFL.",110000,55000,https://www.his.se/affarsutveckling-marknadsforing,,True,2026,202636,HT2026-HS-31227
91017,MASTERHT26,"Ageing and Social Change, Master's Programme, Distance",Linköpings universitet,Norrköping,Avancerad nivå,Engelska,100,Dagtid,Distans,"120,0",hp,Samhälls- och beteendevetenskap,,"Kandidatexamen 180 hp Godkända kurser i metod, 5 hp Godkända kurser i samhällsvetenskap, 5 hp Engelska 6 eller Engelska nivå 2 Undantag ges för svenska",214800,53700,https://liu.se/utbildning/program/f7mag,,True,2026,202634,MASTERHT26-LIU-91017
81207,HT2026,Agrar ekonomi och företagsledning - masterprogram,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Marknadsföring | Företagsekonomi | Nationalekonomi | Ledarskap och organisation | Industriell ekonomi och organisation,,"För att bli antagen till masterprogrammet agrar ekonomi och företagsledning krävs examen på grundnivå omfattande minst 180 hp, med fördjupning omfattande: - minst 90 hp inom företagsekonomi samt 15 hp mikroekonomi för specialisering företagsekonomi eller - minst 90 hp inom nationalekonomi för specialisering nationalekonomi Dessutom krävs 5 hp matematik och 5 hp statistik, alternativt 15 hp statistik. Programmet innehåller två olika specialiseringar där de ingående kurserna har olika krav på särskild behörighet. Specialiseringen mot företagsekonomi förutsätter att studenten har en fördjupning inom företagsekonomi på grundnivå. Specialisering mot nationalekonomi förutsätter att studenten har en fördjupning inom nationalekonomi på grundnivå. Kraven på särskild behörighet enligt ovan kan uppfyllas även av den som har motsvarande kunskaper genom utländsk examen eller om motsvarande kunskaper har inhämtats på annat sätt. Programmet ges på engelska. Kunskaper motsvarande Engelska 6 krävs. Detta är enligt ett lokalt SLU-beslut uppfyllt av den som har en kandidatexamen om 180 hp från ett svenskt lärosäte eller 120 hp avklarade studier vid SLU. Engelska 6 kan också erhållas på andra sät",260000,65000,https://www.slu.se/utbildning/program-kurser/kurs/75f159de-51bf-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-81207
81180,HT2026,Agroecology - Master's Programme,"SLU, Sveriges lantbruksuniversitet",Alnarp,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Trädgårdsvetenskap | Lantbruksvetenskap,,Examen på grundnivå om minst 180 hp i naturvetenskap eller samhällsvetenskap eller teknologi eller motsvarande utländsk examen. Engelska 6 eller motsvarande,288000,72000,https://www.slu.se/utbildning/program-kurser/kurs/5ce24b28-4c3f-11f0-b2d8-c1e681b5439a,,True,2026,202636,HT2026-SLU-81180
81165,HT2026,Agronom djur – Masterprogram,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Husdjursvetenskap | Biologi | Lantbruksvetenskap,Agronomexamen,Kandidatexamen från programmet Djur och hållbarhet enligt kraven för agronomexamen. Svenska motsvarande grundläggande behörighet på grundnivå. Engelska 6.,340000,85000,https://www.slu.se/utbildning/program-kurser/kurs/ef69712d-4b5a-11f0-8e50-d6e0442f447c,,True,2026,202636,HT2026-SLU-81165
81003,HT2026,Agronom företagsekonomi - Masterprogram,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Företagsekonomi | Lantbruksvetenskap,Agronomexamen,"För att bli antagen till masterprogrammet Agronom företagsekonomi krävs - examen på grundnivå omfattande minst 180 hp - minst 90 hp med fördjupning inom företagsekonomi - minst 15 hp kandidatarbete i företagsekonomi - minst 45 hp agronomprofilerande kurser\* - minst 15 hp lantbruksvetenskap - 15 hp statistik - 30 hp nationalekonomi - 7,5 hp lantbruksekonomi på G2F-nivå - kunskaper motsvarande kravet på svenska för grundläggande behörighet på grundnivå - engelska 6 \*Kurser med tydligt yrkesrelaterat innehåll för agronomer eller tydlig koppling till den agrara sektorn (anges i utbildningsplanen för kandidatprogrammet Agrar ekonomi). Kraven på särskild behörighet enligt ovan kan uppfyllas även av den som har motsvarande kunskaper genom utländsk examen eller om motsvarande kunskaper har inhämtats på annat sätt. Kravet på Engelska 6 är uppfyllt av den som har en examen på grundnivå om 180 högskolepoäng från ett svenskt lärosäte. För sökande från nordiska länder och vissa engelskspråkiga länder gäller särskilda regler. Engelska 6 kan också erhållas på andra sätt vilka specificeras på antagning.se/universityadmissions.se. För tillträde till de kurser som ingår i programmet gäller de",260000,65000,https://www.slu.se/utbildning/program-kurser/kurs/ca3ee5ea-51b7-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-81003
81100,HT2026,Agronom landsbygdsutveckling - Masterprogram,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Landsbygdsutveckling | Lantbruksvetenskap,Agronomexamen,För att bli antagen till masterprogrammet Agronom landsbygdsutveckling krävs: - examen på grundnivå omfattande minst 180 hp - minst 90 hp med fördjupning inom landsbygdsutveckling - minst 15 hp kandidatarbete i landsbygdsutveckling - minst 45 hp agronomprofilerande kurser\* - minst 15 hp lantbruksvetenskap - kunskaper motsvarande kravet på svenska för grundläggande behörighet på grundnivå - engelska 6 \*Kurser med tydligt yrkesrelaterat innehåll för agronomer eller tydlig koppling till den agrara sektorn (anges i utbildningsplanen för kandidatprogrammet Samhällsutveckling-landsbygd). Kraven på särskild behörighet enligt ovan kan uppfyllas även av den som har motsvarande kunskaper genom utländsk examen eller om motsvarande kunskaper har inhämtats på annat sätt. Kravet på Engelska 6 är uppfyllt av den som har en examen på grundnivå om 180 högskolepoäng från ett svenskt lärosäte. För sökande från nordiska länder och vissa engelskspråkiga länder gäller särskilda regler. Engelska 6 kan också erhållas på andra sätt vilka specificeras på antagning.se/universityadmissions.se. För tillträde till de kurser som ingår i programmet gäller de krav på särskild behörighet som anges i respekti,288000,72000,https://www.slu.se/utbildning/program-kurser/kurs/0ef5fcf7-51c3-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-81100
81200,HT2026,Agronom livsmedel - Masterprogram,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Livsmedelsvetenskap | Lantbruksvetenskap,Agronomexamen,För att bli antagen till masterprogrammet Agronom livsmedel krävs: - examen på grundnivå omfattande minst 180 hp - minst 90 hp med fördjupning i livsmedelsvetenskap - minst 15 hp kandidatarbete i livsmedelsvetenskap - minst 45 hp agronomprofilerande kurser\* - minst 15 hp lantbruksvetenskap - 5 hp djurfysiologi - 5 hp mikrobiologi - kunskaper motsvarande kravet på svenska för grundläggande behörighet på grundnivå - engelska 6 \*Kurser med tydligt yrkesrelaterat innehåll för agronomer eller tydlig koppling till den agrara sektorn (anges i utbildningsplanen för kandidatprogrammet Livsmedelsprogrammet). Kraven på särskild behörighet enligt ovan kan uppfyllas även av den som har motsvarande kunskaper genom utländsk examen eller om motsvarande kunskaper har inhämtats på annat sätt. Kravet på Engelska 6 är uppfyllt av den som har en examen på grundnivå om 180 högskolepoäng från ett svenskt lärosäte. För sökande från nordiska länder och vissa engelskspråkiga länder gäller särskilda regler. Engelska 6 kan också erhållas på andra sätt vilka specificeras på antagning.se/universityadmissions.se. För tillträde till de kurser som ingår i programmet gäller de krav på särskild behörighet som,340000,85000,https://www.slu.se/utbildning/program-kurser/kurs/dc8b52b6-51af-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-81200
81202,HT2026,Agronom mark och växt - Masterprogram,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Biologi | Markvetenskap | Lantbruksvetenskap,Agronomexamen,För att bli antagen till masterprogrammet Agronom mark och växt krävs: - examen på grundnivå omfattande minst 180 hp - minst 90 hp med fördjupning inom biologi - minst 15 hp kandidatarbete i biologi - minst 45 hp agronomprofilerande kurser\* - minst 15 hp lantbruksvetenskap - 30 hp markvetenskap - 15 hp växtproduktion - kunskaper motsvarande kravet på svenska för grundläggande behörighet på grundnivå - engelska 6 \*Kurser med tydligt yrkesrelaterat innehåll för agronomer eller tydlig koppling till den agrara sektorn (anges i utbildningsplanen för kandidatprogrammet Växtodlingsprogrammet). Kraven på särskild behörighet enligt ovan kan uppfyllas även av den som har motsvarande kunskaper genom utländsk examen eller om motsvarande kunskaper har inhämtats på annat sätt. Kravet på Engelska 6 är uppfyllt av den som har en examen på grundnivå om 180 högskolepoäng från ett svenskt lärosäte. För sökande från nordiska länder och vissa engelskspråkiga länder gäller särskilda regler. Engelska 6 kan också erhållas på andra sätt vilka specificeras på antagning.se/universityadmissions.se. För tillträde till de kurser som ingår i programmet gäller de krav på särskild behörighet som anges i res,340000,85000,https://www.slu.se/utbildning/program-kurser/kurs/912a9586-51b6-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-81202
81099,HT2026,Agronom nationalekonomi - Masterprogram,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Nationalekonomi | Lantbruksvetenskap,Agronomexamen,"För att bli antagen till masterprogrammet Agronom nationalekonomi krävs - examen på grundnivå omfattande minst 180 hp - minst 90 hp med fördjupning inom nationalekonomi - minst 15 hp kandidatarbete i nationalekonomi - minst 45 hp agronomprofilerande kurser\* - minst 15 hp lantbruksvetenskap - 15 hp statistik - 30 hp företagsekonomi - 7,5 hp jordbruksekonomi på G2F-nivå - kunskaper motsvarande kravet på svenska för grundläggande behörighet på grundnivå - engelska 6 \*Kurser med tydligt yrkesrelaterat innehåll för agronomer eller tydlig koppling till den agrara sektorn (anges i utbildningsplanen för kandidatprogrammet Agrar ekonomi). Kraven på särskild behörighet enligt ovan kan uppfyllas även av den som har motsvarande kunskaper genom utländsk examen eller om motsvarande kunskaper har inhämtats på annat sätt. Kravet på Engelska 6 är uppfyllt av den som har en examen på grundnivå om 180 högskolepoäng från ett svenskt lärosäte. För sökande från nordiska länder och vissa engelskspråkiga länder gäller särskilda regler. Engelska 6 kan också erhållas på andra sätt vilka specificeras på antagning.se/universityadmissions.se. För tillträde till de kurser som ingår i programmet gäller de",260000,65000,https://www.slu.se/utbildning/program-kurser/kurs/dbf64eb1-51b8-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-81099
91096,HT2026,Agronomprogrammet djur,"SLU, Sveriges lantbruksuniversitet",Uppsala,Grundnivå,Svenska,100,Dagtid,Normal,"300,0",hp,Husdjursvetenskap | Lantbruksvetenskap,Agronomexamen,Grundläggande behörighet,850000,85000,https://www.slu.se/utbildning/program-kurser/kurs/c4b04226-d59e-11f0-b415-d312a71c4fd5,,True,2026,202636,HT2026-SLU-91096
91080,HT2026,Agronomprogrammet ekonomi,"SLU, Sveriges lantbruksuniversitet",Uppsala,Grundnivå,Svenska,100,Dagtid,Normal,"300,0",hp,Företagsekonomi | Nationalekonomi | Ekonomi | Lantbruksvetenskap,Agronomexamen,Grundläggande behörighet,650000,65000,https://www.slu.se/utbildning/program-kurser/kurs/41bc6ca2-51a0-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-91080
91122,HT2026,Agronomprogrammet landsbygdsutveckling,"SLU, Sveriges lantbruksuniversitet",Uppsala,Grundnivå,Svenska,100,Dagtid,Normal,"300,0",hp,Landsbygdsutveckling | Geografi och kulturgeografi | Lantbruksvetenskap,Agronomexamen,Grundläggande behörighet,720000,72000,https://www.slu.se/utbildning/program-kurser/kurs/ca0c3215-51c1-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-91122
91116,HT2026,Agronomprogrammet livsmedel,"SLU, Sveriges lantbruksuniversitet",Uppsala,Grundnivå,Svenska,100,Dagtid,Normal,"300,0",hp,Livsmedelsvetenskap | Livsmedelskunskap | Lantbruksvetenskap,Agronomexamen,Grundläggande behörighet,850000,85000,https://www.slu.se/utbildning/program-kurser/kurs/f5b3823b-519e-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-91116
91079,HT2026,Agronomprogrammet mark och växt,"SLU, Sveriges lantbruksuniversitet",Uppsala,Grundnivå,Svenska,100,Dagtid,Normal,"300,0",hp,Biologi | Markvetenskap | Lantbruksvetenskap,Agronomexamen,Grundläggande behörighet,850000,85000,https://www.slu.se/utbildning/program-kurser/kurs/3196b473-51a1-11f0-9455-252115c64b6d,,True,2026,202636,HT2026-SLU-91079
MS192,HT2026,AI Engineering (master),Jönköping University,Jönköping,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Informationsteknik | Datateknik | Datavetenskap,,"Examen om minst 180 hp med lägst 90 hp i huvudområdet datateknik, datavetenskap eller elektroteknik (med relevanta kurser inom datateknik) eller motsvarande svensk eller utländsk utbildning. Dessutom krävs 15 hp i matematik samt kunskaper i Engelska 6 eller motsvarande.",340000,85000,http://ju.se/studera/valj-utbildning/program/program-pa-avancerad-niva/ai-engineering-master-ht2026-ms192.html,,True,2026,202636,HT2026-HJ-MS192
15207,HT2026,"Akvatisk ekologi, masterprogram",Linnéuniversitetet (Kalmar Växjö),Kalmar,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Biologi,,Grundläggande behörighet för studier på avancerad nivå samt särskild behörighet: 90 hp Biologi/Ekologi/Mikrobiologi inklusive projektarbete/examensarbete på minst 15 hp eller motsvarande. Engelska B/6 eller motsvarande.,350000,87500,https://lnu.se/program/NAAE2/20262/15207,,True,2026,202636,HT2026-LNU-15207
59600,HT2026,Analysvetenskapligt program i kemi med inriktning mot forensik,Örebro universitet,Örebro,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Analytisk kemi | Organisk kemi | Kemiteknik | Naturvetenskap | Kriminologi | Kemi | Biokemi,Kandidatexamen,Grundläggande behörighet,413352,68892,https://www.oru.se/utbildning/program/analysvetenskapligt-program-i-kemi-med-inriktning-mot-forensik/20262,,True,2026,202636,HT2026-ORU-59600
40037,HT2026,Analytical Finance,Mälardalens universitet,Västerås,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,Nationalekonomi | Matematik | Matematisk statistik | Finansiell ekonomi,Kandidatexamen,Grundläggande behörighet (med undantag för kravet på svenska för dig med utländska betyg),360000,60000,https://www.mdu.se/utbildning/program/RMV20?l=sv,,True,2026,202636,HT2026-MDU-40037
81164,HT2026,Animal science - master´s programme,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Husdjursvetenskap | Biologi | Lantbruksvetenskap,,Examen på grundnivå om minst 180 hp eller motsvarande utländsk examen. Fördjupning om minst 90 hp inom Husdjursvetenskap eller Biologi eller Veterinärmedicin eller Djuromvårdnad eller Hippologi alternativt 90 hp Lantbruksvetenskap och 30 hp Husdjursvetenskap alternativt 90 hp Lantbruksvetenskap och 30 hp Zoologi. Engelska 6 eller motsvarande.,340000,85000,https://www.slu.se/utbildning/program-kurser/kurs/25c07db2-4b59-11f0-8e50-d6e0442f447c,,True,2026,202636,HT2026-SLU-81164
72003,HT2026,Antropologprogrammet,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Antropologi,Kandidatexamen,Grundläggande behörighet,288000,48000,https://www.gu.se/studera/27584b73-8f0d-11f0-b29b-713806674b84,,True,2026,202636,HT2026-GU-72003
44076,HT2026,"Användarupplevelse och Design av Interaktiva Medier, Masterprogram",Södertörns högskola,Huddinge,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Design | Medieteknik,,Kandidatexamen inklusive minst 90 högskolepoäng i medieteknik eller motsvarande. Dessutom gymnasiekurs Engelska 6 eller motsvarande.,324000,81000,https://sh.se/study?code=P4415&lang=sv,,True,2026,202636,HT2026-SH-44076
P1576,HT2026,Apotekarprogrammet,Umeå universitet,Umeå,Grund-avancerad,Svenska,100,Dagtid,Distans,"300,0",hp,Farmaci | Biomedicin | Läkemedelskemi | Medicin,Apotekarexamen,Grundläggande behörighet,761500,76150,http://www.umu.se/utbildning/program-kurser/program/?code=NGAPO,,True,2026,202636,HT2026-UMU-P1576
P3100,HT2026,Apotekarprogrammet,Uppsala universitet,Uppsala,Grund-avancerad,Svenska,100,Dagtid,Normal,"300,0",hp,Farmaci | Biomedicin | Läkemedelskemi | Biologi | Kemi,Apotekarexamen,Grundläggande behörighet,750000,75000,https://www.uu.se/utbildning/program?query=FAO2Y,,True,2026,202636,HT2026-UU-P3100
04000,HT2026,Apotekarprogrammet,Göteborgs universitet,Göteborg,Grund-avancerad,Svenska,100,Dagtid,Normal,"300,0",hp,Farmaci | Läkemedelskemi,Apotekarexamen,Grundläggande behörighet,810000,81000,https://www.gu.se/studera/a88360f1-0aeb-11f0-995e-edad261c46a1,,True,2026,202636,HT2026-GU-04000
91110,MASTERHT26,"Applied Ethology and Animal Biology, masterprogram",Linköpings universitet,Linköping,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Biologi,,Kandidatexamen 180 hp inom området biologi. 10 hp avklarade kurser i djurbiologi eller motsvarande Engelska 6 eller Engelska nivå 2 Undantag för svenska,332000,83000,https://liu.se/utbildning/program/6meto,,True,2026,202635,MASTERHT26-LIU-91110
90110,HT2026,"Applied Ethology and Animal Biology, masterprogram - Ansökningsomgång för svenska och EU/EEA-studenter",Linköpings universitet,Linköping,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Biologi,,Kandidatexamen 180 hp inom området biologi. 10 hp avklarade kurser i djurbiologi eller motsvarande Engelska 6 eller Engelska nivå 2 Undantag för svenska,332000,83000,https://liu.se/utbildning/program/6meto,,True,2026,202635,HT2026-LIU-90110
03009,MASTERHT26,Applied mechanics (master's programme),Chalmers tekniska högskola,Göteborg,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,"Maskinteknik | Material, konstruktion och tillverkning | Mekanik | Strömningsmekanik | Beräkningsvetenskap | Hållfasthetslära",,,320000,80000,https://www.chalmers.se/en/education/find-masters-programme/applied-mechanics-msc/,,True,2026,202636,MASTERHT26-CTH-03009
03001,,Applied Mechanics (Master's Programme. Endast för Chalmersstudenter),Chalmers tekniska högskola,GÖTEBORG,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,"Maskinteknik | Material, konstruktion och tillverkning | Mekanik | Strömningsmekanik | Beräkningsvetenskap | Hållfasthetslära",,,320000,80000,https://www.chalmers.se/en/education/find-masters-programme/applied-mechanics-msc/,,True,2026,0,-CTH-03001
98505,HT2026,"Arbetsintegrerad hållbar utveckling, masterprogram",Högskolan Väst,Trollhättan,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Samhälls- och beteendevetenskap,,Kandidatexamen om 180 hp eller motsvarande. Engelska 6 eller Engelska nivå 2 eller motsvarande.,240000,60000,https://www.hv.se/utbildningstillfalle?uid=/11f911e8-0663-11f0-995d-ace44fd64422,,True,2026,202636,HT2026-HV-98505
91002,HT2026,"Arbetsintegrerade politiska studier, masterprogram",Högskolan Väst,Trollhättan,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Utvecklingsstudier | Mänskliga rättigheter | Samhälls- och beteendevetenskap | Globala studier | Statsvetenskap,,"Kandidatexamen om 180 hp inom det samhällsvetenskapliga fältet, eller motsvarande. Engelska 6 eller Engelska nivå 2 eller motsvarande.",240000,60000,https://www.hv.se/utbildningstillfalle?uid=/c9cbe251-065e-11f0-995d-ace44fd64422,,True,2026,202636,HT2026-HV-91002
83153,HT2026,Arbetsterapeut,Luleå tekniska universitet,Luleå,Grundnivå,Svenska,100,Dagtid,Distans,"180,0",hp,Arbetsterapi | Hälsa och sjukvård | Rehabiliteringsvetenskap,Arbetsterapeutexamen,Grundläggande behörighet,414000,69000,https://www.ltu.se/utbildning/program/fvatg-arbetsterapeut,,True,2026,202636,HT2026-LTU-83153
P1300,HT2026,Arbetsterapeutprogrammet,Umeå universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Distans,"180,0",hp,Arbetsterapi,Arbetsterapeutexamen | Kandidatexamen,Grundläggande behörighet,480300,80050,http://www.umu.se/utbildning/program-kurser/program/?code=VYARB,,True,2026,202636,HT2026-UMU-P1300
04001,HT2026,Arbetsterapeutprogrammet,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arbetsterapi,Arbetsterapeutexamen | Kandidatexamen,Grundläggande behörighet,486000,81000,https://www.gu.se/studera/1452b312-8c7d-11f0-86ba-675da05741d8,,True,2026,202636,HT2026-GU-04001
52344,HT2026,Arbetsterapeutprogrammet,Jönköping University,Jönköping,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arbetsterapi | Hälsa och sjukvård | Rehabiliteringsvetenskap,Arbetsterapeutexamen | Kandidatexamen,Grundläggande behörighet,360000,60000,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/arbetsterapeutprogrammet-ht2026-52344.html,,True,2026,202636,HT2026-HJ-52344
52548,HT2026,Arbetsterapeutprogrammet,Jönköping University,Ronneby,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arbetsterapi | Hälsa och sjukvård | Rehabiliteringsvetenskap,Arbetsterapeutexamen | Kandidatexamen,Grundläggande behörighet,360000,60000,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/arbetsterapeutprogrammet-ht2026-52548.html,,True,2026,202636,HT2026-HJ-52548
P3420,HT2026,Arbetsterapeutprogrammet,Uppsala universitet,Uppsala,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arbetsterapi | Hälsa och sjukvård | Samhälls- och beteendevetenskap | Medicin,Arbetsterapeutexamen | Kandidatexamen,Grundläggande behörighet,450000,75000,https://www.uu.se/utbildning/program?query=MAT1Y,,True,2026,202636,HT2026-UU-P3420
79607,HT2026,Arbetsterapeutprogrammet,Örebro universitet,Örebro,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Psykologi | Arbetsterapi | Hälsa och sjukvård | Sociologi | Rehabiliteringsvetenskap | Medicin,Arbetsterapeutexamen | Kandidatexamen,Grundläggande behörighet,447030,74505,https://www.oru.se/utbildning/program/arbetsterapeutprogrammet/20262,,True,2026,202636,HT2026-ORU-79607
