anmalningsalternativKod,antagningsomgangKod,titel,organisation,studieort,utbildningsniva,undervisningssprak,studietakt,undervisningstid,undervisningsform,poang,poangEnhet,valdaAmnesNamn,examinaNamn,forkunskapskrav,studieavgiftTotal,studieavgiftDelsumma,kursbeskrivningUrl,distansBeskrivning,program,ar,startvecka,anmalningskod
52599,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU60), undervisningsämne Matematik och Teknik",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet på grundnivå samt Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1, eller Yrkesexamen enligt SFS 2024:1031, eller Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031, eller Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",99000,49500,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu60-undervisningsamne-matematik-och-teknik-ht2026-52599.html,,True,2026,202636,HT2026-HJ-52599
52157,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU60), undervisningsämne Matematik och Teknik",Jönköping University,Jönköping,Grundnivå,Svenska,50,Blandade tider,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet på grundnivå samt Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1, eller Yrkesexamen enligt SFS 2024:1031, eller Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031, eller Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",99000,24750,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu60-undervisningsamne-matematik-och-teknik-ht2026-52157.html,,True,2026,202636,HT2026-HJ-52157
52596,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU60), undervisningsämne Religionskunskap",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet på grundnivå samt Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1, eller Yrkesexamen enligt SFS 2024:1031, eller Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031, eller Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",99000,49500,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu60-undervisningsamne-religionskunskap-ht2026-52596.html,,True,2026,202636,HT2026-HJ-52596
52141,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU60), undervisningsämne Religionskunskap",Jönköping University,Jönköping,Grundnivå,Svenska,50,Blandade tider,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet på grundnivå samt Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1, eller Yrkesexamen enligt SFS 2024:1031, eller Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031, eller Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",99000,24750,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu60-undervisningsamne-religionskunskap-ht2026-52141.html,,True,2026,202636,HT2026-HJ-52141
52597,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU60), undervisningsämne Samhällskunskap",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet på grundnivå samt Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1, eller Yrkesexamen enligt SFS 2024:1031, eller Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031, eller Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",99000,49500,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu60-undervisningsamne-samhallskunskap-ht2026-52597.html,,True,2026,202636,HT2026-HJ-52597
52155,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU60), undervisningsämne Samhällskunskap",Jönköping University,Jönköping,Grundnivå,Svenska,50,Blandade tider,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet på grundnivå samt Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1, eller Yrkesexamen enligt SFS 2024:1031, eller Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031, eller Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",99000,24750,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu60-undervisningsamne-samhallskunskap-ht2026-52155.html,,True,2026,202636,HT2026-HJ-52155
52598,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU60), undervisningsämne Svenska",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet på grundnivå samt Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1, eller Yrkesexamen enligt SFS 2024:1031, eller Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031, eller Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",99000,49500,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu60-undervisningsamne-svenska-ht2026-52598.html,,True,2026,202636,HT2026-HJ-52598
52156,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU60), undervisningsämne Svenska",Jönköping University,Jönköping,Grundnivå,Svenska,50,Blandade tider,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet på grundnivå samt Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1, eller Yrkesexamen enligt SFS 2024:1031, eller Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031, eller Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",99000,24750,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu60-undervisningsamne-svenska-ht2026-52156.html,,True,2026,202636,HT2026-HJ-52156
52553,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Biologi",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-biologi-ht2026-52553.html,,True,2026,202636,HT2026-HJ-52553
52125,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Engelska",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-engelska-ht2026-52125.html,,True,2026,202636,HT2026-HJ-52125
52121,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Fysik",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-fysik-ht2026-52121.html,,True,2026,202636,HT2026-HJ-52121
52126,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Geografi",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-geografi-ht2026-52126.html,,True,2026,202636,HT2026-HJ-52126
52127,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Historia",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-historia-ht2026-52127.html,,True,2026,202636,HT2026-HJ-52127
52124,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Kemi",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-kemi-ht2026-52124.html,,True,2026,202636,HT2026-HJ-52124
52123,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Matematik",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-matematik-ht2026-52123.html,,True,2026,202636,HT2026-HJ-52123
52128,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Moderna språk (Franska, Spanska, Tyska)",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-moderna-sprak-franska-spanska-tyska-ht2026-52128.html,,True,2026,202636,HT2026-HJ-52128
52129,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Religionskunskap",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-religionskunskap-ht2026-52129.html,,True,2026,202636,HT2026-HJ-52129
52130,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Samhällskunskap",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-samhallskunskap-ht2026-52130.html,,True,2026,202636,HT2026-HJ-52130
52131,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Svenska",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-svenska-ht2026-52131.html,,True,2026,202636,HT2026-HJ-52131
52132,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Svenska som andraspråk",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-svenska-som-andrasprak-ht2026-52132.html,,True,2026,202636,HT2026-HJ-52132
52122,HT2026,"Kompletterande pedagogisk utbildning ämneslärare årskurs 7 - 9 (KPU90), undervisningsämne Teknik",Jönköping University,Jönköping,Grundnivå,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet + Samhällskunskap 1b eller 1a1+1a2, Engelska 6, Svenska 3 eller Svenska som andraspråk 3. Eller: Samhällskunskap nivå 1b eller nivå 1a1+1a2, Engelska nivå 2, Svenska nivå 3 eller Svenska som andraspråk nivå 3. Dessutom krävs ämnesstudier i ett ämne omfattande minst 90 hp, inklusive ett självständigt arbete (examensarbete) om minst 15 hp. Med ämne avses relevant undervisningsämne i grundskolan.",166875,52125,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/kompletterande-pedagogisk-utbildning-amneslarare-arskurs-7---9-kpu90-undervisningsamne-teknik-ht2026-52122.html,,True,2026,202636,HT2026-HJ-52122
H3PMR,HT2026,"Kompletterande pedagogisk utbildning, inriktning gymnasieskolan",Högskolan Dalarna,Falun,Grund-avancerad,Svenska,50,Dagtid,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap | Pedagogik",Ämneslärarexamen,Ämnesstudier om minst 120 hp i ett undervisningsämne. Undervisningsämnet får dock inte vara ett yrkesämne.,211500,69000,http://www.du.se/redirect/programme.aspx?language=sv&code=LUGYA,,True,2026,202636,HT2026-HDA-H3PMR
H3PMS,HT2026,"Kompletterande pedagogisk utbildning, inriktning gymnasieskolan",Högskolan Dalarna,Falun,Grund-avancerad,Svenska,100,Dagtid,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap | Pedagogik",Ämneslärarexamen,Ämnesstudier om minst 120 hp i ett undervisningsämne. Undervisningsämnet får dock inte vara ett yrkesämne.,211500,69000,http://www.du.se/redirect/programme.aspx?language=sv&code=LUGYA,,True,2026,202636,HT2026-HDA-H3PMS
H3PMP,HT2026,"Kompletterande pedagogisk utbildning, inriktning årskurs 7-9",Högskolan Dalarna,Falun,Grund-avancerad,Svenska,50,Dagtid,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap | Pedagogik",Ämneslärarexamen,Ämnesstudier om minst 90 hp i ett undervisningsämne,211500,69000,http://www.du.se/redirect/programme.aspx?language=sv&code=LU79A,,True,2026,202636,HT2026-HDA-H3PMP
H3PMQ,HT2026,"Kompletterande pedagogisk utbildning, inriktning årskurs 7-9",Högskolan Dalarna,Falun,Grund-avancerad,Svenska,100,Dagtid,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap | Pedagogik",Ämneslärarexamen,Ämnesstudier om minst 90 hp i ett undervisningsämne,211500,69000,http://www.du.se/redirect/programme.aspx?language=sv&code=LU79A,,True,2026,202636,HT2026-HDA-H3PMQ
41038,39SULANH26,Kompletterande socionomutbildning för personer med utländsk examen i socialt arbete,Stockholms universitet,Stockholm,Grundnivå,Svenska,100,Dagtid,Normal,"120,0",hp,Socialt arbete,Socionomexamen,Kandidatexamen om minst 180hp inom socialt arbete eller motsvarande inom samhällsvetenskap från utbildning som förbereder för verksamhet som socialarbetare i utbildningslandet. Kandidatexamen ska inkludera ett självständigt arbete om minst 15hp. Svenska 3/Svenska som andraspråk 3 eller motsvarande. Engelska 6 eller motsvarande.,222000,55500,https://su.se/utbildningskatalog/SOCKU?semester=HT2026&eventcode=41038,,True,2026,202636,39SULANH26-SU-41038
V3090,KUBH26,Kompletterande utbildning för läkare med avslutad utländsk utbildning,Umeå universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Normal,"150,0",hp,Medicin,,Grundläggande behörighet i svenska; Svenska 3 eller Svenska nivå 3. Läkarexamen från land utanför EU/EES och Schweiz. Av Socialstyrelsen utfärdat beslut (bifall) om att gå vidare till kunskapsprov för läkare.,710500,142100,https://www.umu.se/utbildning/program-och-kurser/ee8343be-9d36-11f0-8cad-0597b3e4449e,,True,2026,202636,KUBH26-UMU-V3090
01000,KUBH26,Kompletterande utbildning för läkare med examen från land utanför EU/EES samt Schweiz,Göteborgs universitet,Göteborg,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Medicin,,"Läkarexamen från land utanför EU/EES samt Schweiz. Av Socialstyrelsen utfärdat beslut (bifall) om utredning i form av kunskapsprov för läkare. Godkända kunskaper i svenska enligt bestämmelser för grundläggande behörighet för grundnivå, Svenska 3 eller Svenska nivå 3.",598000,149500,https://www.gu.se/studera/e3aaab57-bfa4-11f0-a2af-b500ed574a91,,True,2026,202635,KUBH26-GU-01000
81599,KUBH26,Kompletterande utbildning för läkare med examen utanför EU/EES och Schweiz,Lunds universitet,Lund,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Medicin,,"För antagning till programmet krävs läkarexamen från land utanför EU/EES-området inklusive Schweiz samt att sökande har genomfört Socialstyrelsens teoretiska kunskapsprov för läkare och har godkända kunskaper i svenska enligt bestämmelser för grundläggande behörighet för grundnivå, Svenska B eller Svenska 3, med lägst betyget Godkänd/E.",570000,142500,http://www.lu.se/lubas/i-uoh-lu-MKULD/81599,,True,2026,202636,KUBH26-LU-81599
91900,KUBH26,Kompletterande utbildning för läkare med utländsk examen från land utanför EU/EES och Schweiz,Karolinska institutet,Huddinge,Avancerad nivå,Svenska,100,Dagtid,Normal,"60,0",hp,Medicin,,"Läkarexamen från land utanför EU/EES-området samt Schweiz, samt av Socialstyrelsen utfärdat beslut om utredning i form av kunskapsprov för läkare. Godkända kunskaper i svenska enligt bestämmelser för grundläggande behörighet för grundnivå, Svenska B eller Svenska 3, med lägst betyget godkänd/E.",260000,130000,https://utbildning.ki.se/program/kompletterande-utbildning-for-lakare-med-utlandsk-examen-fran-land-utanfor-euees-och-schweiz,,True,2026,202636,KUBH26-KI-91900
65817,HT2026,Kompletterande utbildning för personer med avslutad utländsk högskoleutbildning i socialt arbete,Malmö universitet,Malmö,Grundnivå,Svenska,100,Dagtid,Normal,"120,0",hp,Socialt arbete | Socialt arbete och social omsorg,,"Grundläggande behörighet + särskild behörighet (*Matematik B, Samhällskunskap A. Eller: Matematik 2a / 2b / 2c, Samhällskunskap 1b / 1a1 +1a2. Svenska (3) och engelska (6)* ). Avslutad utländsk högskoleutbildning i socialt arbete eller, i de fall där examen i socialt arbete/social work inte kan erhållas, motsvarande utbildning med inriktning beteende- eller samhällsvetenskap.",285000,71250,https://www.mau.se/utbildningstillfalle/d8adb4fd-df47-11f0-af1e-4773ce254d84,,True,2026,202636,HT2026-MAU-65817
